date,2020-07-05,2020-07-05,2020-07-05
MMI,Real Estate,NYQ,1106738560.0
MMIN,,,
MMIT,,,
MMLP,Energy,NMS,74596800.0
MMM,,,
MMP,Energy,NYQ,9681908736.0
MMS,Industrials,NYQ,4302918144.0
MMSI,Healthcare,NMS,2490064640.0
MMT,Financial Services,NYQ,354716896.0
MMTM,,,
MMU,,,
MMX,,,
MMYT,Consumer Cyclical,NMS,1654277888.0
MN,Financial Services,NYQ,45733872.0
MNA,,,
MNCL,Financial Services,NCM,228370000.0
MNCL W,,,
MNDO,Technology,NGM,41981192.0
MNK,Healthcare,NYQ,205226368.0
MNKD,,,
MNLO,Healthcare,NMS,283281184.0
MNOV,,,
MNP,,,
MNPR,,,
MNR,Real Estate,NYQ,1421262720.0
MNR PRC,,,
MNRL,Energy,NYQ,713646400.0
MNRO,Consumer Cyclical,NMS,1845619968.0
MNSB,Financial Services,NCM,108622024.0
MNST,,,
MNTA,Healthcare,NMS,3796210688.0
MNTX,Industrials,NCM,94848480.0
MO,Consumer Defensive,NYQ,73219784704.0
MOAT,,,
MOBL,,,
MOD,Consumer Cyclical,NYQ,279019904.0
MODN,,,
MOFG,,,
MOG A,,,
MOG B,,,
MOGO,,,
MOGU,Consumer Cyclical,NYQ,225195008.0
MOH,Healthcare,NYQ,10777360384.0
MOHO,Consumer Cyclical,NGM,91206824.0
MOM,,,
MOMO,Communication Services,NMS,3779665664.0
MOO,,,
MOR,Healthcare,NMS,4229860864.0
MORF,Healthcare,NGM,796211648.0
MORN,Financial Services,NMS,6248648704.0
MORT,,,
MOS,Basic Materials,NYQ,4870407168.0
MOSY,,,
MOTI,,,
MOTO,,,
MOTS,Healthcare,NCM,39759316.0
MOV,Consumer Cyclical,NYQ,243092096.0
MOXC,,,
MPA,Financial Services,NYQ,181445632.0
MPAA,Consumer Cyclical,NMS,321771872.0
MPB,Financial Services,NGM,161541648.0
MPC,Energy,NYQ,23454914560.0
MPLX,Energy,NYQ,18599602176.0
MPV,,,
MPW,Real Estate,NYQ,10054158336.0
MPWR,Technology,NMS,10609196032.0
MPX,,,
MQT,Financial Services,NYQ,288291232.0
MQY,Financial Services,NYQ,462218624.0
MR,,,
MRAM,Technology,NMS,128600472.0
MRBK,Financial Services,NMS,94462272.0
MRC,,,
MRCC,Financial Services,NMS,140005056.0
MRCC L,,,
MRCY,Industrials,NMS,4462907392.0
MREO,Healthcare,NGM,204738992.0
MRGR,,,
MRIN,,,
MRK,,,
MRKR,,,
MRLN,Financial Services,NMS,90939376.0
MRNA,,,
MRNS,Healthcare,NGM,267111472.0
MRO,Energy,NYQ,4836709376.0
MRSK,,,
MRSN,,,
MRTN,,,
MRTX,Healthcare,NMS,5105724416.0
MRUS,Healthcare,NGM,459436512.0
MRVL,Technology,NMS,23298805760.0
MS,,,
MS PRA,,,
MS PRE,,,
MS PRF,,,
MS PRI,,,
MS PRK,,,
MS PRL,,,
MSA,Industrials,NYQ,4366507520.0
MSB,Basic Materials,NYQ,228288000.0
MSBF,Financial Services,NGM,64811376.0
MSBI,Financial Services,NMS,330178688.0
MSC,Consumer Cyclical,NYQ,1218027264.0
MSCI,Financial Services,NYQ,28600596480.0
MSD,Financial Services,NYQ,174102416.0
MSEX,Utilities,NMS,1179802496.0
MSFT,Technology,NMS,1564160294912.0
MSGE,,,
MSGN,Communication Services,NYQ,558599424.0
MSGS,Communication Services,NYQ,3552181504.0
MSI,,,
MSM,Industrials,NYQ,4061201920.0
MSN,Technology,ASE,13997604.0
MSON,,,
MSTR,,,
MSVB,Financial Services,NCM,43911396.0
MSVX,,,
MT,,,
MTA,,,
MTB,,,
MTBC,Healthcare,NGM,118422864.0
MTBC P,,,
MTC,,,
MTCH,,NMS,16904734720.0
MTCN,,,
MTD,Healthcare,NYQ,19477440512.0
MTDR,Energy,NYQ,930124864.0
MTEM,Healthcare,NMS,617816384.0
MTEST,,,
MTEST A,,,
MTEX,,,
MTG,Financial Services,NYQ,2681450752.0
MTGP,,,
MTH,,,
MTL,,,
MTL PR,,,
MTLS,Technology,NMS,1251680640.0
MTN,,,
MTNB,Healthcare,ASE,152005744.0
MTOR,,,
MTP,,,
MTR,Energy,NYQ,9569535.0
MTRN,,,
MTRX,Energy,NMS,242577344.0
MTSC,Technology,NMS,332011648.0
MTSI,Technology,NMS,2343012864.0
MTSL,,,
MTT,Financial Services,NYQ,240591872.0
MTUM,,,
MTW,,,
MTX,Basic Materials,NYQ,1571184896.0
MTZ,Industrials,NYQ,3217075456.0
MU,,,
MUA,Financial Services,NYQ,503745664.0
MUB,,,
MUC,,,
MUE,Financial Services,NYQ,282410816.0
MUFG,,,
MUH,Financial Services,NYQ,162109088.0
MUI,Financial Services,NYQ,525042272.0
MUJ,Financial Services,NYQ,406173056.0
MUNI,,,
MUR,,,
MUS,Financial Services,NYQ,161036368.0
MUSA,Consumer Cyclical,NYQ,3262055680.0
MUST,,,
MUTE,,,
MUX,Basic Materials,NYQ,400398016.0
MVBF,Financial Services,NMS,157498368.0
MVC,,,
MVCD,,,
MVF,Financial Services,NYQ,549164352.0
MVIN,,,
MVIS,,,
MVO,Energy,NYQ,45770000.0
MVRL,,,
MVT,Financial Services,NYQ,288302048.0
MVV,,,
MWA,Industrials,NYQ,1471919488.0
MWK,Technology,NMS,98412560.0
MX,Technology,NYQ,358366368.0
MXC,Energy,ASE,6977381.0
MXDE,,,
MXDU,,,
MXE,Financial Services,NYQ,40648776.0
MXF,Financial Services,NYQ,152152736.0
MXI,,,
MXIM,Technology,NMS,16104150016.0
MXL,Technology,NYQ,1533962240.0
MYC,,,
MYD,Financial Services,NYQ,642799872.0
MYE,Consumer Cyclical,NYQ,511838656.0
MYF,Financial Services,NYQ,183630464.0
MYFW,Financial Services,NMS,112032480.0
MYGN,Healthcare,NMS,863343488.0
MYI,Financial Services,NYQ,893455680.0
MYJ,Financial Services,NYQ,330241216.0
MYL,Healthcare,NMS,8234966016.0
MYN,Financial Services,NYQ,500770464.0
MYO,,,
MYOK,Healthcare,NMS,4393129984.0
MYOS,,,
MYOV,Healthcare,NYQ,1800084096.0
MYRG,Industrials,NMS,535947872.0
MYSZ,,,
MYT,,,
MYY,,,
MZA,Financial Services,NYQ,65376344.0
MZZ,,,
NAC,Financial Services,NYQ,2058131840.0
NACP,,,
NAD,Financial Services,NYQ,2975784960.0
NAII,,,
NAIL,,,
NAK,Basic Materials,ASE,670100096.0
NAKD,,,
NAN,Financial Services,NYQ,419269184.0
NANR,,,
NAOV,Healthcare,NCM,9015758.0
NAPR,,,
NARI,,,
NAT,Industrials,NYQ,597757888.0
NATH,,,
NATI,,,
NATR,,,
NAV,,,
NAVB,,,
NAVI,Financial Services,NMS,1337440768.0
NAZ,Financial Services,NYQ,155979776.0
NBAC,,,
NBAC R,,,
NBAC W,,,
NBB,Financial Services,NYQ,591694016.0
NBEV,,,
NBH,Financial Services,NYQ,261400608.0
NBHC,,,
NBIX,Healthcare,NMS,11642498048.0
NBL,,,
NBLX,Energy,NMS,722976768.0
NBN,Financial Services,NGM,142185936.0
NBO,Financial Services,NYQ,59558136.0
NBR,,,
NBR PRA,,,
NBRV,Healthcare,NMS,96930264.0
NBSE,Healthcare,NCM,200220928.0
NBTB,Financial Services,NMS,1274495616.0
NBW,Financial Services,NYQ,71996992.0
NBY,,,
NC,Energy,NYQ,164510928.0
NCA,Financial Services,NYQ,284561824.0
NCB,Financial Services,NYQ,48058068.0
NCBS,Financial Services,NCM,557090176.0
NCLH,Consumer Cyclical,NYQ,4093861888.0
NCMI,,,
NCNA,Healthcare,NMS,175386608.0
NCR,Technology,NYQ,2276118016.0
NCSM,Energy,NMS,25960222.0
NCTY,,,
NCV,,,
NCV PRA,,,
NCZ,,,
NCZ PRA,,,
NDAQ,Financial Services,NMS,19698364416.0
NDLS,Consumer Cyclical,NMS,265434592.0
NDP,,,
NDRA,Healthcare,NMS,13039815.0
NDRA W,,,
NDSN,Industrials,NMS,10737187840.0
NE,Energy,NYQ,75135328.0
NEA,Financial Services,NYQ,3891902720.0
NEAR,,,
NEE,,,
NEE PRI,,,
NEE PRJ,,,
NEE PRK,,,
NEE PRN,,,
NEE PRO,,,
NEE PRP,,,
NEED,,,
NEM,Basic Materials,NYQ,48925581312.0
NEN,Real Estate,ASE,191912864.0
NEO,,,
NEOG,,,
NEON,,,
NEOS,Healthcare,NGM,34293572.0
NEP,Utilities,NYQ,3521550080.0
NEPH,,,
NEPT,,,
NERD,,,
NERV,Healthcare,NGM,139620000.0
NES,Industrials,ASE,34201588.0
NESR,Energy,NMS,597592192.0
NESR W,,,
NET,Technology,NYQ,11074407424.0
NETE,,,
NETL,,,
NEU,,,
NEV,Financial Services,NYQ,363772448.0
NEW,,,
NEWA,Industrials,NCM,40641840.0
NEWR,Technology,NYQ,4252507392.0
NEWT,,,
NEWT I,,,
NEWT L,,,
NEX,Energy,NYQ,491716992.0
NEXA,,,
NEXT,Energy,NCM,246072960.0
NFBK,Financial Services,NMS,519043680.0
NFE,Utilities,NMS,2132524416.0
NFG,,,
NFH,Healthcare,NYQ,1083695232.0
NFH WS,,,
NFIN,Financial Services,NCM,348581728.0
NFIN U,,,
NFIN W,,,
NFJ,Financial Services,NYQ,1068414080.0
NFLT,,,
NFLX,,,
NFRA,,,
NFTY,,,
NG,,,
NGD,Basic Materials,ASE,895078016.0
NGE,,,
NGG,,,
NGHC,Financial Services,NGM,2371687424.0
NGHC N,,,
NGHC O,,,
NGHC P,,,
NGHC Z,,,
NGL,Energy,NYQ,490621312.0
NGL PRB,,,
NGL PRC,,,
NGLS PRA,,,
NGM,Healthcare,NMS,1308324608.0
NGS,,,
NGVC,Consumer Defensive,NYQ,317852480.0
NGVT,,,
NH,Healthcare,NMS,558631040.0
NHA,Financial Services,NYQ,85235488.0
NHC,Healthcare,ASE,974599616.0
NHF,,,
NHI,Real Estate,NYQ,2738384640.0
NHLD,,,
NHLD W,,,
NHS,,,
NHTC,,,
NI,,,
NI PRB,,,
NIB,,,
NICE,Technology,NMS,11734933504.0
NICK,Financial Services,NMS,60372000.0
NID,Financial Services,NYQ,622022656.0
NIE,,,
NIFE,,,
NIM,Financial Services,NYQ,127440896.0
NINE,Energy,NYQ,62246856.0
NIO,Consumer Cyclical,NYQ,10689447936.0
NIQ,,,
NIU,Consumer Cyclical,NGM,1364123520.0
NJAN,,,
NJR,Utilities,NYQ,3102364928.0
NJV,Financial Services,NYQ,19350070.0
NK,Healthcare,NMS,1283289728.0
NKE,Consumer Cyclical,NYQ,153061605376.0
NKG,Financial Services,NYQ,127813544.0
NKLA,,,
NKLA W,,,
NKSH,Financial Services,NMS,183914416.0
NKTR,,,
NKX,Financial Services,NYQ,709002880.0
NL,,,
NLOK,Technology,NMS,11786470400.0
NLR,,,
NLS,,,
NLSN,Industrials,NYQ,5247326720.0
NLTX,,,
NLY,Real Estate,NYQ,9011646464.0
NLY PRD,,,
NLY PRF,,,
NLY PRG,,,
NLY PRI,,,
NM,,,
NM PRG,,,
NM PRH,,,
NMCI,,,
NMCO,,NYQ,
NMFC,Financial Services,NYQ,903398656.0
NMFX,,,
NMI,Financial Services,NYQ,98492096.0
NMIH,Financial Services,NMS,1331432192.0
NMK PRB,,,
NMK PRC,,,
NML,Financial Services,NYQ,162611040.0
NMM,,,
NMR,Financial Services,NYQ,13531210752.0
NMRD,Healthcare,NMS,179644336.0
NMRK,Real Estate,NMS,818057344.0
NMS,Financial Services,NYQ,82399056.0
NMT,Financial Services,NYQ,127721672.0
NMTR,,,
NMY,Financial Services,NYQ,298679136.0
NMZ,Financial Services,NYQ,1067714176.0
NNA,,,
NNBR,,,
NNDM,,,
NNI,Financial Services,NYQ,2092471552.0
NNN,,,
NNN PRF,,,
NNVC,,,
NNY,Financial Services,NYQ,147762032.0
NOA,,,
NOAH,Financial Services,NYQ,1633335424.0
NOBL,,,
NOC,,,
NOCT,,,
NODK,Financial Services,NCM,329303008.0
NOG,,,
NOK,Technology,NYQ,25116059648.0
NOM,Financial Services,NYQ,32178066.0
NOMD,Consumer Defensive,NYQ,4275981312.0
NORW,,,
NOV,Energy,NYQ,4697498624.0
NOVA,Technology,NYQ,1477182464.0
NOVN,Healthcare,NMS,39553020.0
NOVS,,,
NOVS U,,,
NOVS W,,,
NOVT,,,
NOW,Technology,NYQ,78991499264.0
NP,Basic Materials,NYQ,829159360.0
NPA,Financial Services,NCM,293824992.0
NPAU U,,,
NPAW W,,,
NPK,Industrials,NYQ,603932864.0
NPN,Financial Services,NYQ,16556179.0
NPO,Industrials,NYQ,968126400.0
NPTN,Technology,NYQ,427102560.0
NPV,,,
NQP,Financial Services,NYQ,508412896.0
NR,,,
NRBO,Healthcare,NCM,140946240.0
NRC,,,
NREF,Real Estate,NYQ,88831504.0
NRG,Utilities,NYQ,8003613184.0
NRGD,,,
NRGO,,,
NRGU,,,
NRGX,,NYQ,316525568.0
NRGZ,,,
NRIM,Financial Services,NMS,149794336.0
NRK,Financial Services,NYQ,1126207616.0
NRO,Financial Services,NYQ,176401280.0
NRP,,,
NRT,Energy,NYQ,28940250.0
NRUC,,,
NRZ,,,
NRZ PRA,,,
NRZ PRB,,,
NRZ PRC,,,
NS,Energy,NYQ,1488314240.0
NS PRA,,,
NS PRB,,,
NS PRC,,,
NSA,,,
NSA PRA,,,
NSC,Industrials,NYQ,44705796096.0
NSCO,Industrials,NYQ,189761184.0
NSCO WS,,,
NSEC,Financial Services,NMS,37087892.0
NSIT,Technology,NMS,1663150976.0
NSL,,,
NSP,,,
NSPR,,,
NSPR WS,,,
NSPR WSB,,,
NSS,,,
NSSC,Industrials,NMS,416637632.0
NSTG,Healthcare,NMS,1321646848.0
NSYS,Technology,NMS,10630120.0
NTAP,Technology,NMS,9660086272.0
NTB,,,
NTCO,Consumer Defensive,NYQ,9597934592.0
NTCT,Technology,NMS,1856077056.0
NTEC,Healthcare,NCM,19532872.0
NTES,Communication Services,NMS,59650011136.0
NTEST,,,
NTEST H,,,
NTEST I,,,
NTEST K,,,
NTEST Y,,,
NTG,,,
NTGR,Technology,NMS,718117760.0
NTIC,,,
NTIP,Technology,ASE,53867248.0
NTLA,Healthcare,NGM,1307863680.0
NTN,,,
NTNX,,,
NTP,,,
NTR,Basic Materials,NYQ,18463084544.0
NTRA,Healthcare,NMS,3785112320.0
NTRP,,,
NTRS,Financial Services,NMS,16159398912.0
NTRS O,,,
NTSX,,,
NTUS,,,
NTWK,,,
NTZ,,,
NUAG,,,
NUAN,Technology,NMS,7239915520.0
NUBD,,,
NUDM,,,
NUE,Basic Materials,NYQ,12466990080.0
NUEM,,,
NUGT,,,
NUHY,,,
NULC,,,
NULG,,,
NULV,,,
NUM,Financial Services,NYQ,278524416.0
NUMG,,,
NUMV,,,
NUO,,,
NURE,,,
NURO,,,
NUS,Consumer Defensive,NYQ,2492189952.0
NUSA,,,
NUSC,,,
NUSI,,,
NUV,Financial Services,NYQ,2119649152.0
NUVA,Healthcare,NMS,2925264384.0
NUW,Financial Services,NYQ,240965024.0
NUZE,,,
NVAX,,,
NVCN,,,
NVCR,,,
NVDA,Technology,NMS,236461342720.0
NVEC,,,
NVEE,Industrials,NMS,664984512.0
NVFY,,,
NVG,Financial Services,NYQ,3266710272.0
NVGS,,,
NVIV,,,
NVMI,Technology,NMS,1365736960.0
NVO,Healthcare,NYQ,154843774976.0
NVR,,,
NVRO,Healthcare,NYQ,4003628032.0
NVS,Healthcare,NYQ,200913616896.0
NVST,Healthcare,NYQ,3407329280.0
NVT,Industrials,NYQ,3184687616.0
NVTA,Healthcare,NYQ,3965412352.0
NVUS,Healthcare,NCM,7425762.0
NWBI,Financial Services,NMS,1238733824.0
NWE,Utilities,NYQ,2796965888.0
NWFL,,,
NWGI,,,
NWHM,Consumer Cyclical,NYQ,58175680.0
NWL,,,
NWLI,Financial Services,NMS,706333248.0
NWN,,,
NWPX,Industrials,NMS,240589040.0
NWS,Communication Services,NMS,7093480448.0
NWSA,Communication Services,NMS,7093477376.0
NX,Industrials,NYQ,431014336.0
NXC,Financial Services,NYQ,102583344.0
NXE,Energy,ASE,501052544.0
NXGN,,,
NXJ,Financial Services,NYQ,551230208.0
NXN,Financial Services,NYQ,50674256.0
NXP,,,
NXPI,,,
NXQ,Financial Services,NYQ,266945456.0
NXR,Financial Services,NYQ,212382384.0
NXRT,Real Estate,NYQ,866516608.0
NXST,Communication Services,NMS,3816114944.0
NXTC,Healthcare,NMS,582543360.0
NXTD,,,
NXTG,,,
NYCB,Financial Services,NYQ,4541943296.0
NYCB PRA,,,
NYCB PRU,,,
NYF,,,
NYMT,,,
NYMT M,,,
NYMT N,,,
NYMT O,,,
NYMT P,,,
NYMX,Healthcare,NMS,262487888.0
NYT,,,
NYV,Financial Services,NYQ,31954696.0
NZF,Financial Services,NYQ,2100622208.0
O,Real Estate,NYQ,20982716416.0
OAC,Financial Services,NYQ,260869792.0
OAC U,,,
OAC WS,,,
OAK PRA,,,
OAK PRB,,,
OAS,,,
OBAS,,,
OBCI,,,
OBLG,,,
OBLN,,,
OBNK,Financial Services,NMS,480551648.0
OBOR,,,
OBSV,Healthcare,NMS,289390720.0
OC,Industrials,NYQ,5829884416.0
OCC,,,
OCCI,Financial Services,NMS,29690194.0
OCCI P,,,
OCFC,,,
OCFC P,,,
OCFT,,,
OCGN,Healthcare,NMS,24381550.0
OCIO,,,
OCN,,,
OCSI,,,
OCSL,,,
OCUL,Healthcare,NMS,500931744.0
OCX,Healthcare,ASE,104187744.0
ODC,Basic Materials,NYQ,258855296.0
ODFL,Industrials,NMS,20153774080.0
ODP,Consumer Cyclical,NMS,1152153856.0
ODT,Healthcare,NMS,1288245120.0
OEC,Basic Materials,NYQ,624831744.0
OEF,,,
OEG,,,
OESX,Industrials,NMS,110727712.0
OEUR,,,
OFC,,,
OFED,Financial Services,NMS,145570928.0
OFG,Financial Services,NYQ,665374208.0
OFG PRA,,,
OFG PRB,,,
OFG PRD,,,
OFIX,Healthcare,NMS,618131648.0
OFLX,Industrials,NMS,1023562048.0
OFS,,,
OFSS I,,,
OFSS L,,,
OGCP,Real Estate,PCX,2090648576.0
OGE,Utilities,NYQ,6131175936.0
OGEN,,,
OGI,,,
OGIG,,,
OGS,,,
OHI,Real Estate,NYQ,6716299264.0
OI,Consumer Cyclical,NYQ,1456110464.0
OIA,,,
OIBR C,,,
OIH,,,
OII,Energy,NYQ,598585472.0
OIIM,Technology,NMS,43447916.0
OILK,,,
OIS,,,
OKE,,,
OKTA,Technology,NMS,25888765952.0
OLD,,,
OLED,Technology,NMS,7044200960.0
OLEM,,,
OLLI,Consumer Defensive,NMS,6134782976.0
OLN,Basic Materials,NYQ,1783716480.0
OLP,Real Estate,NYQ,361730208.0
OMAB,,,
OMC,,,
OMCL,,,
OMER,Healthcare,NMS,825837056.0
OMEX,,,
OMF,Financial Services,NYQ,3241093120.0
OMFL,,,
OMFS,,,
OMI,,,
OMP,Energy,NMS,276239136.0
ON,Technology,NMS,7864202752.0
ONB,Financial Services,NMS,2169532160.0
ONCS,,,
ONCT,Healthcare,NCM,47327280.0
ONCY,,,
ONDK,Financial Services,NYQ,40318128.0
ONE,Consumer Defensive,NYQ,665470976.0
ONEM,Healthcare,NMS,4831925760.0
ONEO,,,
ONEQ,,,
ONEV,,,
ONEW,Consumer Cyclical,NMS,352553760.0
ONEY,,,
ONLN,,,
ONTO,Technology,NYQ,1656122368.0
ONTX,,,
ONTX W,,,
ONVO,Healthcare,NCM,81337640.0
OOMA,Communication Services,NYQ,413049024.0
OPBK,,,
OPCH,,,
OPER,,,
OPES,Financial Services,NMS,117788784.0
OPES U,,,
OPES W,,,
OPGN,,,
OPHC,,,
OPI,,,
OPIN I,,,
OPIN L,,,
OPK,Healthcare,NMS,2371194624.0
OPNT,,,
OPOF,Financial Services,NCM,79336552.0
OPP,Financial Services,NYQ,187656304.0
OPRA,Technology,NMS,1093623424.0
OPRT,Financial Services,NMS,358939488.0
OPRX,,,
OPTN,Healthcare,NMS,296094976.0
OPTT,,,
OPY,,,
OR,Basic Materials,NYQ,1640267520.0
ORA,Utilities,NYQ,3243318784.0
ORAN,,,
ORBC,Communication Services,NMS,299706016.0
ORC,Real Estate,NYQ,299961664.0
ORCC,Financial Services,NYQ,4713039360.0
ORCL,Technology,NYQ,171661950976.0
ORGO,Healthcare,NMS,394721760.0
ORGS,,,
ORI,,,
ORIC,,,
ORLY,Consumer Cyclical,NMS,31757422592.0
ORMP,,,
ORN,,,
ORRF,,,
ORSN,Financial Services,NCM,58352892.0
ORSN U,,,
ORSN W,,,
ORTX,Healthcare,NMS,576774336.0
OSB,,,
OSBC,,,
OSCV,,,
OSG,,,
OSIS,Technology,NMS,1352007296.0
OSK,,,
OSMT,Healthcare,NMS,381074592.0
OSN,,,
OSPN,Technology,NMS,1120315008.0
OSS,Technology,NMS,32970800.0
OSTK,Consumer Cyclical,NMS,1349880064.0
OSUR,,,
OSW,Consumer Cyclical,NMS,333490400.0
OTEL,Communication Services,NMS,39761200.0
OTEX,Technology,NMS,11625146368.0
OTIC,Healthcare,NMS,97542880.0
OTIS,Industrials,NYQ,24468963328.0
OTLK,,,
OTLK W,,,
OTTR,,,
OTTW,Financial,PNK,32614868.0
OUNZ,,,
OUSA,,,
OUSM,,,
OUT,,,
OVB,,,
OVBC,Financial Services,NGM,108914488.0
OVF,,,
OVID,Healthcare,NMS,393681984.0
OVL,,,
OVLY,Financial Services,NCM,103366208.0
OVM,,,
OVS,,,
OVV,,,
OXBR,Financial Services,NCM,6364285.0
OXBR W,,,
OXFD,Healthcare,NGM,339373664.0
OXLC,Financial Services,NMS,310962272.0
OXLC M,,,
OXLC O,,,
OXLC P,,,
OXM,,,
OXSQ,Financial Services,NMS,144305744.0
OXSQ L,,,
OXSQ Z,,,
OXY,Energy,NYQ,16300296192.0
OYST,Healthcare,NMS,729664128.0
OZK,,,
PAA,Energy,NYQ,6181169664.0
PAAS,Basic Materials,NMS,6135838720.0
PAC,,,
PACB,Healthcare,NMS,576214336.0
PACD,,,
PACK,Consumer Cyclical,NYQ,522972672.0
PACK WS,,,
PACQ,Financial Services,NCM,487241728.0
PACQ W,,,
PACW,,,
PAE,Industrials,NCM,896476416.0
PAEW W,,,
PAG,Consumer Cyclical,NYQ,3160512000.0
PAGP,,,
PAGS,Technology,NYQ,12284932096.0
PAHC,Healthcare,NGM,1054625344.0
PAI,,,
PAK,,,
PALC,,,
PALL,,,
PAM,,,
PAMC,,,
PANL,,,
PANW,Technology,NYQ,22238283776.0
PAPR,,,
PAR,Technology,NYQ,548952960.0
PARR,,,
PASG,Healthcare,NMS,1185920768.0
PASS,,,
PATI,,,
PATK,Industrials,NMS,1365829120.0
PAUG,,,
PAVE,,,
PAVM,Healthcare,NCM,97298736.0
PAVM W,,,
PAVM Z,,,
PAWZ,,,
PAYC,,,
PAYS,,,
PAYX,Industrials,NMS,27473981440.0
PB,,,
PBA,Energy,NYQ,13519804416.0
PBB,,,
PBC,,,
PBCT,Financial Services,NMS,4747676160.0
PBCT P,,,
PBD,,,
PBDM,,,
PBE,,,
PBEE,,,
PBF,Energy,NYQ,1147075712.0
PBFS,Financial Services,NCM,228603760.0
PBFX,Energy,NYQ,575473856.0
PBH,Healthcare,NYQ,1815332480.0
PBHC,Financial Services,NCM,46112636.0
PBI,Industrials,NYQ,433293792.0
PBI PRB,,,
PBIP,Financial Services,NGM,97199392.0
PBJ,,,
PBND,,,
PBP,,,
PBPB,Consumer Cyclical,NMS,52388600.0
PBR,Energy,NYQ,54908928000.0
PBR A,,,
PBS,,,
PBSM,,,
PBT,Energy,NYQ,151944688.0
PBTP,,,
PBTS,Technology,NCM,21045890.0
PBUS,,,
PBW,,,
PBY,,,
PBYI,Healthcare,NMS,414507136.0
PCAR,Industrials,NMS,26164619264.0
PCB,Financial Services,NMS,154533824.0
PCEF,,,
PCF,Financial Services,NYQ,43017528.0
PCG,Utilities,NYQ,5006496256.0
PCG PRA,,,
PCG PRB,,,
PCG PRD,,,
PCG PRE,,,
PCG PRH,,,
PCH,,,
PCI,Financial Services,NYQ,2666121472.0
PCK,Financial Services,NYQ,282000768.0
PCM,Financial Services,NYQ,110705240.0
PCN,Financial Services,NYQ,638663168.0
PCOM,,,
PCPL,,,
PCPL U,,,
PCPL WS,,,
PCQ,Financial Services,NYQ,300715104.0
PCRX,Healthcare,NMS,2205861120.0
PCSB,,,
PCTI,Technology,NMS,126536608.0
PCTY,Technology,NMS,8213452288.0
PCVX,,,
PCY,,,
PCYG,,,
PCYO,,,
PD,Technology,NYQ,2361931008.0
PDBC,,,
PDCE,Energy,NMS,1416495360.0
PDCO,Healthcare,NMS,2112409728.0
PDD,Consumer Cyclical,NMS,111379587072.0
PDEC,,,
PDEV,,,
PDEX,,,
PDFS,Technology,NMS,646395328.0
PDI,,,
PDLB,Financial Services,NGM,187528752.0
PDLI,Healthcare,NMS,341299360.0
PDM,Real Estate,NYQ,2089029376.0
PDN,,,
PDP,,,
PDS,Energy,NYQ,201718736.0
PDSB,,,
PDT,Financial Services,NYQ,670804864.0
PE,Energy,NYQ,4424444416.0
PEAK,,,
PEB,,,
PEB PRC,,,
PEB PRD,,,
PEB PRE,,,
PEB PRF,,,
PEBK,,,
PEBO,Financial Services,NMS,405093536.0
PECK,Technology,NCM,21987364.0
PED,,,
PEG,,,
PEGA,Technology,NMS,8249342464.0
PEI,Real Estate,NYQ,112793248.0
PEI PRB,,,
PEI PRC,,,
PEI PRD,,,
PEIX,,,
PEJ,,,
PEN,Healthcare,NYQ,6592233472.0
PENN,Consumer Cyclical,NMS,4205397248.0
PEO,Financial Services,NYQ,336202208.0
PEP,Consumer Defensive,NMS,185246056448.0
PER,Energy,NYQ,24517500.0
PERI,,,
PESI,,,
PETQ,Healthcare,NMS,1016887680.0
PETS,,,
PETZ,Consumer Defensive,NCM,71067496.0
PEX,,,
PEXL,,,
PEY,,,
PEZ,,,
PFBC,,,
PFBI,Financial Services,NGM,182692256.0
PFC,Financial Services,NMS,623044032.0
PFD,,,
PFE,Healthcare,NYQ,191697174528.0
PFEB,,,
PFF,,,
PFFA,,,
PFFD,,,
PFFL,,,
PFFR,,,
PFFV,,,
PFG,Financial Services,NMS,11171076096.0
PFGC,,,
PFHD,Financial Services,NMS,190538544.0
PFI,,,
PFIE,Energy,NCM,40241964.0
PFIG,,,
PFIN,,,
PFIS,,,
PFL,Financial Services,NYQ,302296032.0
PFLD,,,
PFLT,Financial Services,NMS,324522464.0
PFM,,,
PFMT,,,
PFN,,,
PFNX,Healthcare,ASE,285308608.0
PFO,,,
PFPT,Technology,NGM,6431733248.0
PFS,Financial Services,NYQ,893066944.0
PFSI,Financial Services,NYQ,3210496768.0
PFSW,,,
PFXF,,,
PG,,,
PGAL,,,
PGC,Financial Services,NMS,333689280.0
PGEN,,,
PGF,,,
PGHY,,,
PGJ,,,
PGM,,,
PGNY,Healthcare,NMS,2240806912.0
PGP,Financial Services,NYQ,88612552.0
PGR,Financial Services,NYQ,46373163008.0
PGRE,Real Estate,NYQ,1685299968.0
PGTI,Industrials,NYQ,898029184.0
PGX,,,
PGZ,Financial Services,NYQ,82866600.0
PH,Industrials,NYQ,23461146624.0
PHAS,Healthcare,NMS,126348584.0
PHAT,Healthcare,NMS,914698880.0
PHB,,,
PHCF,Financial Services,NMS,62716416.0
PHD,Financial Services,NYQ,235755040.0
PHDG,,,
PHG,,,
PHGE,Healthcare,ASE,136409104.0
PHGE U,,,
PHGE WS,,,
PHI,Communication Services,NYQ,5635824640.0
PHIO,,,
PHIO W,,,
PHK,Financial Services,NYQ,714731328.0
PHM,,,
PHO,,,
PHR,Healthcare,NYQ,1097913600.0
PHT,Financial Services,NYQ,221869360.0
PHUN,Technology,NMS,49959244.0
